step,g_scalar,accum_norm,ema_grad_norm,loss_pos,loss_neg
977,-6622.6538,100.0000,22.9477,64.6032,77.8485
978,-18664.9473,100.0000,22.9489,323.4874,360.8173
979,64342.6758,100.0000,22.9469,333.2417,204.5563
980,-4037.7769,100.0000,22.9435,73.5445,81.6201
981,-411.1404,100.0000,22.9443,91.1013,91.9235
982,-32851.7656,100.0000,22.9419,92.8181,158.5216
983,-1471.9506,100.0000,22.9389,63.2632,66.2071
984,-46407.6367,100.0000,22.9399,137.2920,230.1072
985,29485.7324,100.0000,22.9403,225.7361,166.7646
986,-2352.5925,100.0000,22.9374,144.5134,149.2186
987,-37075.9883,100.0000,22.9402,169.3713,243.5233
988,34394.9492,100.0000,22.9404,197.0163,128.2264
989,27848.4688,100.0000,22.9413,174.0806,118.3836
990,233923.6406,100.0000,22.9385,869.3577,401.5104
991,4291.4849,100.0000,22.9419,72.6956,64.1127
992,246284.7344,100.0000,22.9434,1020.0356,527.4662
993,-22734.3184,100.0000,22.9426,74.9579,120.4266
994,19893.3633,100.0000,22.9469,207.6038,167.8171
995,188.3774,100.0000,22.9474,135.7936,135.4169
996,-7865.8447,100.0000,22.9461,103.8589,119.5906
997,-1642.1757,100.0000,22.9462,43.0821,46.3665
998,-23819.9316,100.0000,22.9443,199.3067,246.9465
999,6799.9229,100.0000,22.9402,81.3235,67.7236
1000,-1184.5017,100.0000,22.9408,75.0968,77.4659
1001,-4663.6392,100.0000,22.9418,56.6935,66.0207
1002,18215.3008,100.0000,22.9408,104.5377,68.1071
1003,11769.3213,100.0000,22.9395,120.6634,97.1248
1004,48966.6289,100.0000,22.9410,360.8861,262.9529
1005,271.6617,100.0000,22.9395,43.2770,42.7337
1006,-82.3421,100.0000,22.9415,28.2431,28.4078
1007,8810.1729,100.0000,22.9450,69.0790,51.4587
1008,-146353.2188,100.0000,22.9464,332.4800,625.1865
1009,-21723.8770,100.0000,22.9424,198.2482,241.6959
1010,-1421.7262,100.0000,22.9401,92.4249,95.2683
1011,71200.9766,100.0000,22.9412,286.1439,143.7420
1012,12545.6426,100.0000,22.9384,109.8940,84.8028
1013,-19705.0020,100.0000,22.9364,73.1724,112.5824
1014,-21341.8359,100.0000,22.9420,156.7804,199.4641
1015,-9039.9053,100.0000,22.9397,105.0698,123.1496
1016,8577.2480,100.0000,22.9378,237.5125,220.3580
1017,-15705.8604,100.0000,22.9398,78.3117,109.7234
1018,10745.7119,100.0000,22.9379,354.8790,333.3875
1019,2191.1431,100.0000,22.9387,128.1172,123.7349
1020,64253.0195,100.0000,22.9430,446.1563,317.6503
1021,3734.7983,100.0000,22.9489,58.8461,51.3765
1022,-9807.7168,100.0000,22.9499,89.1647,108.7802
1023,7805.1719,100.0000,22.9458,78.6857,63.0754
1024,-12427.8369,100.0000,22.9459,88.0181,112.8738
1025,104642.1172,100.0000,22.9449,431.3769,222.0926
1026,7399.3569,100.0000,22.9424,108.6438,93.8450
1027,7729.1069,100.0000,22.9426,68.2277,52.7695
1028,21442.7266,100.0000,22.9447,237.4088,194.5233
1029,-204711.5312,100.0000,22.9432,262.3429,671.7659
1030,-4965.8735,100.0000,22.9513,131.9276,141.8593
1031,-24753.7852,100.0000,22.9493,400.7794,450.2870
1032,-28551.0898,100.0000,22.9482,116.8564,173.9586
1033,909.8396,100.0000,22.9481,105.8553,104.0356
1034,165552.5469,100.0000,22.9437,492.3582,161.2531
1035,39498.2539,100.0000,22.9412,278.2253,199.2288
1036,-678.7262,100.0000,22.9432,118.8648,120.2222
1037,-2014.8583,100.0000,22.9391,122.4904,126.5201
1038,24061.3906,100.0000,22.9347,158.6982,110.5754
1039,41059.7383,100.0000,22.9363,237.1690,155.0495
1040,-8006.2407,100.0000,22.9423,158.1858,174.1983
1041,54178.3125,100.0000,22.9413,256.5901,148.2334
1042,-27944.1230,100.0000,22.9383,233.8110,289.6992
1043,82671.3906,100.0000,22.9388,527.3759,362.0331
1044,58933.2969,100.0000,22.9361,200.4551,82.5885
1045,76130.2500,100.0000,22.9374,505.1381,352.8776
1046,-11517.2539,100.0000,22.9384,39.2921,62.3266
1047,36813.7500,100.0000,22.9386,213.5344,139.9069
1048,-11785.8887,100.0000,22.9394,76.1147,99.6864
1049,-52553.4961,100.0000,22.9409,164.1460,269.2530
1050,-46119.2891,100.0000,22.9397,102.2034,194.4420
1051,9388.4658,100.0000,22.9415,124.6344,105.8574
1052,23618.1875,100.0000,22.9404,200.7735,153.5371
1053,8218.5557,100.0000,22.9434,60.7088,44.2717
1054,-49616.8047,100.0000,22.9388,57.0294,156.2630
1055,-10425.6436,100.0000,22.9409,105.2690,126.1203
1056,5469.2993,100.0000,22.9398,106.7083,95.7697
1057,14204.2959,100.0000,22.9413,106.1061,77.6975
1058,-41802.5508,100.0000,22.9425,459.1040,542.7091
1059,-108127.2969,100.0000,22.9402,120.5118,336.7664
1060,-11372.7109,100.0000,22.9415,154.8643,177.6097
1061,-4674.1714,100.0000,22.9426,73.4222,82.7705
1062,-26405.1895,100.0000,22.9435,186.8938,239.7042
1063,1559.4482,100.0000,22.9408,69.6472,66.5283
1064,17757.5527,100.0000,22.9419,174.9847,139.4696
1065,-1178.8521,100.0000,22.9424,49.2071,51.5648
1066,31168.0215,100.0000,22.9430,211.4307,149.0947
1067,1952.9381,100.0000,22.9445,46.9853,43.0794
1068,46741.1953,100.0000,22.9448,386.6692,293.1868
1069,1673.8719,100.0000,22.9458,35.0346,31.6869
1070,-1812.7804,100.0000,22.9415,29.2276,32.8531
1071,9243.7627,100.0000,22.9427,110.1617,91.6742
1072,-4705.1431,100.0000,22.9413,41.2519,50.6622
1073,-865.2057,100.0000,22.9398,53.2552,54.9856
1074,88.7604,100.0000,22.9406,180.2919,180.1143
1075,5949.7891,100.0000,22.9443,73.8307,61.9312
1076,80155.9062,100.0000,22.9435,296.1783,135.8665
1077,-62821.5039,100.0000,22.9435,190.2466,315.8896
1078,12893.9668,100.0000,22.9472,159.0661,133.2782
1079,20286.3320,100.0000,22.9460,264.6644,224.0918
1080,12861.9385,100.0000,22.9402,179.1000,153.3761
1081,-42018.1289,100.0000,22.9378,279.0836,363.1198
1082,36907.2031,100.0000,22.9417,258.3293,184.5148
1083,10201.1602,100.0000,22.9414,139.6691,119.2667
1084,4738.7544,100.0000,22.9425,111.4037,101.9261
1085,14256.5273,100.0000,22.9412,109.5508,81.0377
1086,22061.9727,100.0000,22.9429,224.8054,180.6814
1087,103442.8594,100.0000,22.9403,391.0327,184.1470
1088,-18352.5156,100.0000,22.9394,138.3591,175.0642
1089,69951.3672,100.0000,22.9410,453.6632,313.7605
1090,26682.2812,100.0000,22.9421,124.8069,71.4424
1091,-9246.0176,100.0000,22.9401,228.0808,246.5729
1092,-6736.3203,100.0000,22.9400,220.6630,234.1356
1093,87969.2266,100.0000,22.9422,541.0416,365.1032
1094,15145.9355,100.0000,22.9385,145.3660,115.0741
1095,-2023.4375,100.0000,22.9371,73.7041,77.7510
1096,-1741.6763,100.0000,22.9387,145.0347,148.5181
1097,-65222.0898,100.0000,22.9447,77.7961,208.2403
1098,-5212.9404,100.0000,22.9463,64.5266,74.9525
1099,32433.6211,100.0000,22.9465,168.9406,104.0733
1100,-382.8163,100.0000,22.9471,59.8531,60.6188
1101,22710.2656,100.0000,22.9497,331.0097,285.5892
1102,27160.5410,100.0000,22.9470,175.4207,121.0996
1103,16898.2383,100.0000,22.9511,154.0946,120.2981
1104,239.3808,100.0000,22.9524,31.3654,30.8867
1105,-24399.0332,100.0000,22.9490,81.9356,130.7337
1106,-5964.1802,100.0000,22.9455,243.0989,255.0272
1107,-1078.1785,100.0000,22.9445,53.9764,56.1327
1108,-234272.1875,100.0000,22.9457,304.9662,773.5106
1109,1299.5530,100.0000,22.9464,66.1403,63.5412
1110,-5138.3745,100.0000,22.9464,101.9917,112.2685
1111,43502.4102,100.0000,22.9459,430.3585,343.3536
1112,-24150.6230,100.0000,22.9430,67.7322,116.0335
1113,-6995.0562,100.0000,22.9441,163.4111,177.4012
1114,63358.9180,100.0000,22.9404,608.4832,481.7654
1115,26423.4473,100.0000,22.9409,206.3301,153.4832
1116,6902.8169,100.0000,22.9410,105.9521,92.1464
1117,-6013.4849,100.0000,22.9444,98.7744,110.8014
1118,35820.3359,100.0000,22.9429,302.4249,230.7843
1119,3214.6035,100.0000,22.9477,124.4293,118.0001
1120,-690.4640,100.0000,22.9456,50.7610,52.1419
1121,-28855.4609,100.0000,22.9483,160.5570,218.2679
1122,-19741.7305,100.0000,22.9434,292.4382,331.9217
1123,877.7313,100.0000,22.9403,71.3890,69.6335
1124,-165.7639,100.0000,22.9422,230.5389,230.8705
1125,-130.0583,100.0000,22.9428,207.0472,207.3073
1126,9200.5498,100.0000,22.9451,138.2329,119.8318
1127,15335.8691,100.0000,22.9473,168.5459,137.8742
1128,-16241.1230,100.0000,22.9476,78.8295,111.3117
1129,2201.2444,100.0000,22.9457,130.9647,126.5622
1130,20944.8477,100.0000,22.9458,144.6626,102.7729
1131,-13991.6836,100.0000,22.9458,85.9311,113.9145
1132,-5518.0952,100.0000,22.9426,39.8981,50.9343
1133,-2336.2275,100.0000,22.9472,190.7211,195.3935
1134,5105.7930,100.0000,22.9431,94.5636,84.3520
1135,-24351.0137,100.0000,22.9451,267.4405,316.1425
1136,-86344.4141,100.0000,22.9422,234.7901,407.4789
1137,61881.3164,100.0000,22.9452,512.0491,388.2865
1138,-50681.3594,100.0000,22.9415,155.8848,257.2475
1139,-2182.0029,100.0000,22.9440,49.9107,54.2747
1140,28749.6484,100.0000,22.9419,278.5990,221.0997
1141,-24519.1953,100.0000,22.9429,210.1264,259.1648
1142,63700.5781,100.0000,22.9445,356.6582,229.2570
1143,5129.0205,100.0000,22.9477,86.8069,76.5488
1144,56797.2852,100.0000,22.9453,552.6172,439.0226
1145,-8407.3711,100.0000,22.9422,187.6709,204.4856
1146,21113.2207,100.0000,22.9427,119.8122,77.5858
1147,8418.7168,100.0000,22.9455,361.7840,344.9465
1148,1252.5635,100.0000,22.9498,60.2827,57.7775
1149,-78411.6797,100.0000,22.9481,512.7305,669.5539
1150,-6801.7959,100.0000,22.9461,92.0525,105.6561
1151,-14007.4824,100.0000,22.9433,47.1775,75.1925
1152,3622.2725,100.0000,22.9441,76.6079,69.3634
1153,816.1240,100.0000,22.9461,52.5666,50.9343
1154,19094.9746,100.0000,22.9446,155.3074,117.1174
1155,75902.6953,100.0000,22.9430,613.6052,461.7998
1156,33493.5625,100.0000,22.9434,262.0385,195.0514
1157,9467.4473,100.0000,22.9417,74.6560,55.7211
1158,-84957.5234,100.0000,22.9436,112.9967,282.9117
1159,-3599.8496,100.0000,22.9451,60.8507,68.0504
1160,-20970.7715,100.0000,22.9466,64.1580,106.0995
1161,33024.7891,100.0000,22.9422,240.4848,174.4352
1162,-11780.7422,100.0000,22.9412,59.9816,83.5430
1163,20385.7109,100.0000,22.9429,355.2110,314.4396
1164,-503.4294,100.0000,22.9422,68.4093,69.4162
1165,-2447.4753,100.0000,22.9424,45.7081,50.6031
1166,-20038.5020,100.0000,22.9419,76.7513,116.8283
1167,-27599.7891,100.0000,22.9386,76.2414,131.4410
1168,-49573.5859,100.0000,22.9370,167.6656,266.8127
1169,-1881.5613,100.0000,22.9360,129.0098,132.7729
1170,-103104.5703,100.0000,22.9376,75.5071,281.7162
1171,20919.0664,100.0000,22.9419,638.0946,596.2565
1172,-8747.9746,100.0000,22.9433,76.6900,94.1860
1173,20808.3730,100.0000,22.9404,243.1602,201.5435
1174,-10773.9453,100.0000,22.9418,77.1412,98.6891
1175,83489.7500,100.0000,22.9416,836.1909,669.2114
1176,-19259.2656,100.0000,22.9397,58.6278,97.1464
1177,-23393.8145,100.0000,22.9397,166.5287,213.3163
1178,176.1703,100.0000,22.9404,130.8460,130.4937
1179,7373.5962,100.0000,22.9393,525.1167,510.3695
1180,55150.9375,100.0000,22.9419,216.7275,106.4257
1181,-8523.2998,100.0000,22.9416,73.4689,90.5155
1182,98219.2578,100.0000,22.9405,427.9000,231.4615
1183,64866.1328,100.0000,22.9396,365.0264,235.2941
1184,15328.1855,100.0000,22.9399,245.1611,214.5048
1185,55871.3008,100.0000,22.9405,183.1413,71.3987
1186,-18570.2441,100.0000,22.9385,174.0141,211.1546
1187,68777.7109,100.0000,22.9415,249.2156,111.6602
1188,-516.6931,100.0000,22.9442,325.8593,326.8927
1189,-12051.9941,100.0000,22.9447,199.0839,223.1879
1190,6402.5269,100.0000,22.9418,58.8759,46.0708
1191,4621.1279,100.0000,22.9442,49.0734,39.8311
1192,-10376.6592,100.0000,22.9428,66.5399,87.2932
1193,117727.2031,100.0000,22.9405,654.4020,418.9476
1194,-119221.7266,100.0000,22.9399,190.9638,429.4073
1195,18758.0605,100.0000,22.9401,96.6639,59.1478
1196,-21357.1777,100.0000,22.9387,769.2029,811.9173
1197,-6348.8618,100.0000,22.9381,95.0710,107.7688
1198,-1371.2006,100.0000,22.9401,97.7198,100.4622
1199,56331.3047,100.0000,22.9406,252.0931,139.4305
1200,-4481.2124,100.0000,22.9390,96.0678,105.0302
1201,-6342.2930,100.0000,22.9431,110.3362,123.0208
1202,13583.1758,100.0000,22.9391,141.9915,114.8251
1203,81253.5078,100.0000,22.9376,608.5343,446.0273
1204,-10276.1426,100.0000,22.9343,84.7315,105.2838
1205,10665.8096,100.0000,22.9362,94.6117,73.2801
1206,35344.7266,100.0000,22.9410,706.4374,635.7479
1207,-18011.9238,100.0000,22.9399,100.5028,136.5267
1208,-57482.3008,100.0000,22.9369,379.4373,494.4019
1209,14442.6807,100.0000,22.9363,281.7906,252.9052
1210,11408.8291,100.0000,22.9376,209.4204,186.6028
1211,5957.2295,100.0000,22.9417,73.1991,61.2846
1212,-5319.0649,100.0000,22.9425,112.4139,123.0520
1213,-77679.3203,100.0000,22.9394,174.9989,330.3575
1214,-8878.9980,100.0000,22.9379,318.6375,336.3955
1215,-284942.0938,100.0000,22.9392,241.8393,811.7236
1216,-1385.2234,100.0000,22.9400,72.7668,75.5372
1217,-59627.1133,100.0000,22.9404,169.8044,289.0586
1218,-3518.0149,100.0000,22.9435,57.5608,64.5969
1219,32065.2012,100.0000,22.9486,512.8287,448.6983
1220,-46288.6211,100.0000,22.9499,331.6768,424.2541
1221,-31004.3945,100.0000,22.9450,231.0188,293.0276
1222,13537.6240,100.0000,22.9424,89.8673,62.7920
1223,-49572.2969,100.0000,22.9437,156.1080,255.2526
1224,-13355.5605,100.0000,22.9459,132.3626,159.0737
1225,4222.6943,100.0000,22.9475,44.3261,35.8807
1226,-17862.1895,100.0000,22.9448,40.0780,75.8024
1227,24180.1602,100.0000,22.9426,305.3533,256.9930
1228,6533.4395,100.0000,22.9435,253.1742,240.1073
1229,-27161.8496,100.0000,22.9374,286.6982,341.0219
1230,-43648.0117,100.0000,22.9374,534.6222,621.9182
1231,6090.5132,100.0000,22.9407,66.6422,54.4611
1232,-3286.3311,100.0000,22.9383,60.1283,66.7010
1233,-42014.7109,100.0000,22.9404,100.2019,184.2313
1234,17362.8613,100.0000,22.9449,133.0369,98.3111
1235,28415.4590,100.0000,22.9471,135.3256,78.4947
1236,27885.6426,100.0000,22.9455,228.2785,172.5072
1237,-2130.9700,100.0000,22.9457,78.8087,83.0707
1238,-189392.7344,100.0000,22.9481,398.1703,776.9557
1239,42209.3633,100.0000,22.9461,212.1975,127.7788
1240,-53961.3867,100.0000,22.9446,138.9527,246.8755
1241,-34704.8281,100.0000,22.9418,235.9721,305.3817
1242,6872.2725,100.0000,22.9380,130.2957,116.5511
1243,-20570.1758,100.0000,22.9411,72.3530,113.4933
1244,18128.2969,100.0000,22.9403,183.1510,146.8944
1245,-38060.9883,100.0000,22.9419,331.0589,407.1808
1246,-74544.4375,100.0000,22.9405,814.0366,963.1255
1247,-24563.3555,100.0000,22.9407,576.7380,625.8647
1248,16547.5039,100.0000,22.9393,81.5156,48.4205
1249,-37149.7500,100.0000,22.9395,98.7826,173.0821
1250,-14627.8535,100.0000,22.9361,106.3444,135.6001
1251,-6004.6997,100.0000,22.9367,107.7401,119.7495
1252,-40068.8008,100.0000,22.9379,194.3299,274.4675
1253,1556.3927,100.0000,22.9343,32.9405,29.8277
1254,-47467.5508,100.0000,22.9390,221.9676,316.9027
1255,-112203.1250,100.0000,22.9417,277.9792,502.3855
1256,-17985.7988,100.0000,22.9450,58.1295,94.1011
1257,82490.0312,100.0000,22.9400,342.4635,177.4834
1258,8016.6514,100.0000,22.9342,100.3593,84.3260
1259,1700.0770,100.0000,22.9348,79.1805,75.7803
1260,-9709.8770,100.0000,22.9343,82.9320,102.3518
1261,45266.8906,100.0000,22.9369,403.8356,313.3018
1262,-12945.3203,100.0000,22.9399,102.1704,128.0611
1263,45637.2070,100.0000,22.9385,186.1742,94.8998
1264,-196212.9531,100.0000,22.9365,660.7336,1053.1595
1265,13729.8740,100.0000,22.9368,323.7192,296.2594
1266,-392.8604,100.0000,22.9378,34.4571,35.2428
1267,-2901.2832,100.0000,22.9383,235.8487,241.6513
1268,-95504.9141,100.0000,22.9396,75.2130,266.2229
1269,-7031.8755,100.0000,22.9386,81.2622,95.3260
1270,-12154.7549,100.0000,22.9358,113.7766,138.0862
1271,47913.6953,100.0000,22.9388,718.6902,622.8628
1272,-2303.4973,100.0000,22.9417,83.0340,87.6410
1273,-45227.1289,100.0000,22.9452,365.0648,455.5190
1274,6577.9819,100.0000,22.9435,62.8235,49.6676
1275,34659.8438,100.0000,22.9448,320.1104,250.7908
1276,-10809.7227,100.0000,22.9435,121.6238,143.2432
1277,-6177.8032,100.0000,22.9431,137.7361,150.0917
1278,-1734.1499,100.0000,22.9382,38.9262,42.3945
1279,-32777.1133,100.0000,22.9420,130.1544,195.7087
1280,-57569.3047,100.0000,22.9425,218.4578,333.5964
1281,80783.1562,100.0000,22.9409,443.1888,281.6225
1282,142.4332,100.0000,22.9393,56.9111,56.6263
1283,5103.7598,100.0000,22.9383,2200.9827,2190.7751
1284,-5311.3784,100.0000,22.9401,133.0328,143.6556
1285,13619.6211,100.0000,22.9393,244.4662,217.2270
1286,56804.6797,100.0000,22.9409,252.9465,139.3372
1287,59980.7891,100.0000,22.9414,277.5895,157.6279
1288,69945.8047,100.0000,22.9422,311.4232,171.5316
1289,5208.5840,100.0000,22.9406,41.1430,30.7258
1290,5036.6479,100.0000,22.9439,124.7842,114.7109
1291,1632.9078,100.0000,22.9453,91.1065,87.8407
1292,3329.4563,100.0000,22.9473,64.0431,57.3842
1293,-13117.9961,100.0000,22.9464,244.7409,270.9769
1294,18195.3809,100.0000,22.9489,185.2973,148.9066
1295,54341.9023,100.0000,22.9481,425.9947,317.3109
1296,-63552.4297,100.0000,22.9471,224.0627,351.1675
1297,-12206.5908,100.0000,22.9461,34.8731,59.2863
1298,-19146.0117,100.0000,22.9488,274.3025,312.5945
1299,-8172.4243,100.0000,22.9490,197.6458,213.9906
1300,6682.2661,100.0000,22.9442,395.5016,382.1371
1301,-18401.0703,100.0000,22.9411,155.0207,191.8228
1302,-4508.9741,100.0000,22.9433,50.7294,59.7473
1303,-85199.7500,100.0000,22.9475,152.9152,323.3147
1304,10490.2305,100.0000,22.9451,102.2499,81.2695
1305,-24203.3164,100.0000,22.9461,98.9793,147.3860
1306,-1280.3650,100.0000,22.9463,50.8463,53.4070
1307,-17057.1738,100.0000,22.9469,143.4846,177.5989
1308,30954.0859,100.0000,22.9468,418.4177,356.5095
1309,-119758.0547,100.0000,22.9473,234.5661,474.0822
1310,15057.3125,100.0000,22.9459,131.1531,101.0385
1311,-46922.2578,100.0000,22.9459,392.3606,486.2051
1312,-15342.9053,100.0000,22.9448,53.7441,84.4299
1313,27676.4688,100.0000,22.9466,125.8038,70.4509
1314,-23493.7051,100.0000,22.9463,134.1491,181.1365
1315,-33091.1094,100.0000,22.9464,311.5392,377.7214
1316,-5496.9404,100.0000,22.9451,72.0261,83.0200
1317,-41327.7344,100.0000,22.9460,58.5229,141.1783
1318,-47587.9258,100.0000,22.9450,102.9468,198.1227
1319,11500.6328,100.0000,22.9429,251.8480,228.8467
1320,-53352.5234,100.0000,22.9445,341.8565,448.5616
1321,3289.9189,100.0000,22.9451,58.0603,51.4804
1322,-5051.7769,100.0000,22.9479,125.6858,135.7893
1323,73247.5000,100.0000,22.9471,1749.1989,1602.7039
1324,-5260.5439,100.0000,22.9454,50.9580,61.4791
1325,8273.9102,100.0000,22.9456,352.9058,336.3579
1326,-47331.7891,100.0000,22.9449,80.8747,175.5383
1327,87285.0938,100.0000,22.9456,562.4626,387.8925
1328,-19345.4023,100.0000,22.9423,96.9890,135.6798
1329,-25161.6211,100.0000,22.9469,335.3916,385.7149
1330,-49212.0859,100.0000,22.9444,125.5148,223.9389
1331,-3518.2495,100.0000,22.9407,1537.7384,1544.7749
1332,18492.9727,100.0000,22.9414,71.8595,34.8735
1333,5573.6924,100.0000,22.9400,161.2885,150.1412
1334,-128338.3203,100.0000,22.9379,429.2619,685.9385
1335,-24962.6113,100.0000,22.9395,45.6581,95.5834
1336,24058.5410,100.0000,22.9394,145.8429,97.7258
1337,-12257.0039,100.0000,22.9371,66.7578,91.2718
1338,4218.0708,100.0000,22.9313,170.3105,161.8743
1339,-1583.4121,100.0000,22.9386,159.3458,162.5126
1340,16187.1641,100.0000,22.9359,174.9635,142.5892
1341,10964.1133,100.0000,22.9408,56.7410,34.8128
1342,-122220.9453,100.0000,22.9427,553.1597,797.6016
1343,16999.4512,100.0000,22.9464,179.4407,145.4418
1344,6291.5078,100.0000,22.9501,101.3280,88.7450
1345,29724.7461,100.0000,22.9480,279.9324,220.4829
1346,-41897.3828,100.0000,22.9465,307.6814,391.4762
1347,16363.4717,100.0000,22.9469,109.6783,76.9513
1348,194738.2812,100.0000,22.9464,629.2881,239.8116
1349,73656.6016,100.0000,22.9462,259.5920,112.2788
1350,36117.6211,100.0000,22.9469,141.9021,69.6668
1351,-971353.3125,100.0000,22.9429,345.6884,2288.3950
1352,-39174.1016,100.0000,22.9465,335.6500,413.9982
1353,-2525.7014,100.0000,22.9467,38.4799,43.5313
1354,-12601.5322,100.0000,22.9479,91.1881,116.3912
1355,-3950.1458,100.0000,22.9495,102.7746,110.6749
1356,40191.6562,100.0000,22.9447,233.5619,153.1786
1357,4814.4702,100.0000,22.9385,64.4747,54.8457
1358,91290.9141,100.0000,22.9334,384.9003,202.3185
1359,835.5408,100.0000,22.9330,128.2703,126.5992
1360,24763.6113,100.0000,22.9341,318.2672,268.7400
1361,-7356.7847,100.0000,22.9377,35.4407,50.1543
1362,-11824.5391,100.0000,22.9397,254.8298,278.4789
1363,9626.7246,100.0000,22.9436,177.0554,157.8020
1364,-57800.6992,100.0000,22.9445,125.3904,240.9918
1365,-25055.2754,100.0000,22.9417,80.1234,130.2339
1366,15557.9629,100.0000,22.9440,93.6466,62.5306
1367,-5744.6021,100.0000,22.9408,48.7567,60.2459
1368,340.8890,100.0000,22.9393,51.9223,51.2405
1369,213873.5781,100.0000,22.9407,774.3336,346.5865
1370,-14862.6826,100.0000,22.9403,95.3855,125.1108
1371,50702.5742,100.0000,22.9410,368.9884,267.5833
1372,-44127.7461,100.0000,22.9423,292.4106,380.6661
1373,-4975.5249,100.0000,22.9371,34.5545,44.5056
1374,-3456.5334,100.0000,22.9403,60.6845,67.5976
1375,5117.9160,100.0000,22.9406,86.7979,76.5621
1376,-15462.8604,100.0000,22.9397,154.6001,185.5258
1377,1707.3860,100.0000,22.9362,115.8389,112.4242
1378,53446.1523,100.0000,22.9422,282.2601,175.3678
1379,-976.4938,100.0000,22.9410,107.8012,109.7542
1380,-33231.5273,100.0000,22.9386,55.7658,122.2288
1381,-2169.1550,100.0000,22.9377,122.3429,126.6812
1382,70236.9219,100.0000,22.9387,307.0393,166.5655
1383,86689.3281,100.0000,22.9402,786.5140,613.1353
1384,-4505.5962,100.0000,22.9365,37.9915,47.0027
1385,-6127.7124,100.0000,22.9400,66.3108,78.5662
1386,-52928.7734,100.0000,22.9352,153.3678,259.2253
1387,6537.9258,100.0000,22.9354,84.5148,71.4390
1388,-7245.7544,100.0000,22.9374,108.1444,122.6359
1389,261725.4688,100.0000,22.9359,1213.5238,690.0729
1390,-110684.5547,100.0000,22.9389,236.7458,458.1149
1391,-40149.8086,100.0000,22.9393,92.8133,173.1129
1392,-14997.5586,100.0000,22.9376,84.2639,114.2590
1393,4329.2695,100.0000,22.9381,146.3555,137.6970
1394,32832.1836,100.0000,22.9396,230.0261,164.3618
1395,2594.8315,100.0000,22.9408,68.4802,63.2906
1396,-414.3791,100.0000,22.9392,47.9295,48.7583
1397,2442.7109,100.0000,22.9421,72.1701,67.2847
1398,-32116.7598,100.0000,22.9424,853.8304,918.0639
1399,4437.5303,100.0000,22.9426,55.2788,46.4038
1400,76180.1484,100.0000,22.9422,408.9293,256.5690
1401,-14538.3682,100.0000,22.9408,51.0441,80.1208
1402,96194.6406,100.0000,22.9406,552.7212,360.3319
1403,-4064.4226,100.0000,22.9392,210.5523,218.6812
1404,-46150.7969,100.0000,22.9368,146.5697,238.8713
1405,93236.4141,100.0000,22.9409,441.1723,254.6995
1406,-10807.6816,100.0000,22.9410,40.6822,62.2976
1407,-17499.3125,100.0000,22.9410,81.2477,116.2463
1408,-17494.5410,100.0000,22.9387,51.6015,86.5906
1409,-29754.8672,100.0000,22.9422,269.1077,328.6174
1410,32847.1055,100.0000,22.9414,185.8317,120.1375
1411,124038.1484,100.0000,22.9420,512.1904,264.1141
1412,7076.5151,100.0000,22.9362,89.4919,75.3389
1413,2449.9282,100.0000,22.9374,71.7672,66.8673
1414,-30295.8984,100.0000,22.9409,258.5631,319.1549
1415,-2979.8125,100.0000,22.9442,56.7458,62.7054
1416,-5659.6050,100.0000,22.9424,54.0480,65.3672
1417,-14494.7734,100.0000,22.9437,72.2241,101.2137
1418,-112649.4453,100.0000,22.9398,681.1996,906.4985
1419,-51941.2227,100.0000,22.9394,245.2006,349.0831
1420,114188.8438,100.0000,22.9360,689.2081,460.8304
1421,18075.3867,100.0000,22.9389,140.4562,104.3054
1422,-1159.1187,100.0000,22.9355,160.7084,163.0266
1423,86314.2656,100.0000,22.9368,270.9254,98.2968
1424,-35553.4219,100.0000,22.9376,262.6674,333.7742
1425,17407.2715,100.0000,22.9401,93.2182,58.4037
1426,62868.7422,100.0000,22.9379,552.0892,426.3517
1427,43418.8086,100.0000,22.9411,197.8719,111.0343
1428,6947.9712,100.0000,22.9412,55.7103,41.8143
1429,22605.5723,100.0000,22.9399,105.8993,60.6881
1430,26238.6855,100.0000,22.9384,169.4599,116.9825
1431,-3840.0688,100.0000,22.9403,50.6060,58.2862
1432,1509.1686,100.0000,22.9415,54.6228,51.6045
1433,-19311.6270,100.0000,22.9415,94.5046,133.1278
1434,11445.5488,100.0000,22.9437,88.9372,66.0461
1435,-48484.6953,100.0000,22.9440,167.9301,264.8995
1436,-5519.6382,100.0000,22.9421,300.9385,311.9778
1437,-44771.4688,100.0000,22.9449,126.4064,215.9493
1438,-82829.9062,100.0000,22.9421,209.6792,375.3390
1439,187285.5781,100.0000,22.9446,1523.4852,1148.9141
1440,5924.4497,100.0000,22.9467,96.9633,85.1144
1441,33823.3828,100.0000,22.9451,133.8359,66.1891
1442,39703.0938,100.0000,22.9447,603.9059,524.4998
1443,-16556.8008,100.0000,22.9486,175.2301,208.3437
1444,-38856.5938,100.0000,22.9470,93.4020,171.1152
1445,102365.8438,100.0000,22.9500,623.4736,418.7419
1446,-1414.9360,100.0000,22.9499,124.9179,127.7478
1447,-6312.2939,100.0000,22.9452,79.9866,92.6112
1448,7102.3330,100.0000,22.9487,160.4761,146.2714
1449,-32948.1367,100.0000,22.9485,43.9447,109.8410
1450,4473.6216,100.0000,22.9489,45.3761,36.4289
